2.804147381111309301e+02,4.339573017277043050e+02
4.769759237507248395e-03,1.545877369627233975e+03
4.823187404909963219e-08,9.971972459918752030e-01
2.803449624306579722e+02,4.339794452865451149e+02
7.665795390302901097e-04,1.541784204327751468e+03
1.822774223894833480e-06,9.994486308252136242e-01
2.807709785664682158e+02,4.280993772848585195e+02
4.205896466211966043e-04,1.544945045986870355e+03
4.390262402140948834e-07,9.964000874182278311e-01
2.819517545880010516e+02,4.336608693859486152e+02
3.201878240995826718e-04,1.548897264151488343e+03
9.228364408492900258e-08,9.998309495991513085e-01
2.796290599237030392e+02,4.315647613567195435e+02
1.317250894291949800e-03,1.549368061859916452e+03
4.861496912417874153e-06,9.976904594023506823e-01
2.804136342858504918e+02,4.331114656521319830e+02
4.071613745250262945e-04,1.549746598069731817e+03
1.405847646034655411e-05,9.998901001989549675e-01
2.805102450869404720e+02,4.292050386234499797e+02
2.856746986212666071e-04,1.546359051019233902e+03
5.997211521439796994e-06,9.997908808735532782e-01
2.799232737496171808e+02,4.174675453339301043e+02
3.534376609252360465e-04,1.544860786933854115e+03
1.216222644123950946e-05,9.996309126182153504e-01
2.800056210140344888e+02,4.311666277070273168e+02
6.193245512546159378e-04,1.542694965217649724e+03
1.730064321937482539e-06,9.986010794467212737e-01
2.819357807119822041e+02,4.356754662180265427e+02
3.085008588883431362e-03,4.210652681881439094e+03
2.818510673461466354e+02,4.393005027612618960e+02
6.630324441605152559e-03,4.007875596326417508e+03
2.820357172193769770e+02,4.365647186278807226e+02
7.147655605995935010e-03,3.334924119054565381e+03
2.822017601081293492e+02,4.365585766439056101e+02
2.077035655494654381e-02,3.329105528807215705e+03
2.821141455540626453e+02,4.358288928982530592e+02
1.324253154047468854e-03,3.573568361581691079e+03
2.805040810581018036e+02,4.408215099427043810e+02
3.866028679423337555e-03,1.556971473173740605e+03
1.817288719735882024e-05,9.953758644539683065e-01
2.801439156337546024e+02,4.404548452472312192e+02
3.420466847070060407e-03,1.541335752302763012e+03
1.352165218729450060e-05,9.971303837665197456e-01
2.806644407809108088e+02,4.373691235977574365e+02
3.844101368147912270e-04,1.547283571067200910e+03
9.230305224487951810e-06,9.993733135431406289e-01
2.804072590684164084e+02,4.385664310405729793e+02
3.382807756461739430e-03,1.543902868810087057e+03
3.014522386609399333e-06,9.983015286322979298e-01
2.793573773900508286e+02,4.393395022928516482e+02
4.445830796359222063e-03,1.546313076201598051e+03
1.870861900959593229e-05,9.973401035122605451e-01
2.791885529267702850e+02,4.384615471769992610e+02
